    PID    PPID COMMAND           RSS
2107759    2095 docker-proxy     8024
2122261 2122105 sudo             8004
2107989    2095 docker-proxy     7996
    868       1 systemd-timesyn  7968
   1841       1 pcscd            7960
   1391       1 gdm3             7892
2107077    2095 docker-proxy     7884
  27280   25026 zsh              7784
   1446       1 systemd-oomd     7748
  15295    4818 zsh              7720
   2544    2410 gvfsd            7696
   1194       1 accounts-daemon  7580
  20215    6075 nvim             7452
   2398       1 power-profiles-  7372
   3058    2728 ibus-engine-sim  7176
   2668    2410 at-spi2-registr  7140
   1273       1 boltd            7132
   2597    2552 at-spi-bus-laun  7072
  53217   25026 zsh              7072
   2800    2552 gsd-disk-utilit  7028
   4764    2531 ssh-agent        6972
   3017    2410 gvfs-goa-volume  6924
   2531    2410 gcr-ssh-agent    6920
   2776    2410 gsd-usb-protect  6760
   2861    2728 ibus-memconf     6740
   2534    2410 ssh-agent        6704
   2550    2410 gvfsd-fuse       6696
  14096    4818 zsh              6656
  25765   25026 zsh              6628
   2871    2410 ibus-portal      6616
   3007    2410 gvfsd-metadata   6596
  26850   25026 zsh              6580
   3259    2410 xdg-document-po  6548
   3042    2410 gvfs-mtp-volume  6464
   3031    2410 gvfs-gphoto2-vo  6460
1879308 1879287 zsh              6448
   6615    4818 zsh              6404
   1136       1 haveged          6372
   2753    2410 gsd-rfkill       6312
   2688    2410 xdg-permission-  6268
   2439    2410 dbus-daemon      6248
  47277   25026 zsh              6196
  28299   25026 zsh              6192
   2755    2410 gsd-screensaver  6184
   2729    2410 gsd-a11y-settin  6144
  15630    4818 zsh              6096
   6075    4818 zsh              6092
  48164   25026 zsh              6064
   2624    2410 dconf-service    6044
2103723    2095 docker-proxy     6028
2107569    2095 docker-proxy     5996
2107282    2095 docker-proxy     5992
  12951    4818 zsh              5988
2103975    2095 docker-proxy     5984
  47863   25026 zsh              5976
1879306 1879287 zsh              5976
  16068    4818 zsh              5964
2103847    2095 docker-proxy     5956
2107563    2095 docker-proxy     5916
2107084    2095 docker-proxy     5908
2107766    2095 docker-proxy     5900
   5994    4818 zsh              5884
  14494    4818 zsh              5864
   6462    4818 zsh              5856
2107288    2095 docker-proxy     5848
2103969    2095 docker-proxy     5836
2103707    2095 docker-proxy     5828
   5898    4818 zsh              5816
2107995    2095 docker-proxy     5816
   2481    2324 gdm-wayland-ses  5804
   7816    4818 zsh              5800
2104082    2095 docker-proxy     5800
   5657    4818 zsh              5796
   7493    4818 zsh              5780
   5628    4818 zsh              5776
   8585    4818 zsh              5776
2103841    2095 docker-proxy     5776
2104088    2095 docker-proxy     5764
  10377    4818 zsh              5752
   6314    4818 zsh              5740
1879314 1879287 zsh              5732
   7234    4818 zsh              5712
  11731    4818 zsh              5680
  12522    4818 zsh              5660
   8775    4818 zsh              5656
  11109    4818 zsh              5648
 587959    2410 evinced          5644
1879322 1879287 zsh              5632
  16349    4818 zsh              5612
   1202       1 smartd           5608
   9026    4818 zsh              5592
   5823    4818 zsh              5580
   6188    4818 zsh              5564
   5766    4818 zsh              5556
  14802    4818 zsh              5540
  10876    4818 zsh              5536
   5730    4818 zsh              5532
   5692    4818 zsh              5524
   6766    4818 zsh              5524
  12110    4818 zsh              5516
   9661    4818 zsh              5508
  13259    4818 zsh              5496
   9953    4818 zsh              5492
   9378    4818 zsh              5488
   8014    4818 zsh              5472
   7022    4818 zsh              5440
  13772    4818 zsh              5416
   8347    4818 zsh              5352
  11406    4818 zsh              5324
   2441    2410 pipewire         5060
   2533    2410 gnome-session-c  4968
   2621    2597 dbus-daemon      4524
2124132 2122264 ps               4508
   2412    2410 (sd-pam)         3808
2456553    2410 bash             3548
   2444    2410 mpris-proxy      3528
  94490    2410 chrome_crashpad  3528
2123884 2123881 bash             3504
2123739 2123735 bash             3460
2123890 2123887 bash             3380
  91385    2410 chrome_crashpad  3344
2123914 2123900 bash             3332
  94492    2410 chrome_crashpad  3184
2122105 2122104 bash             3176
2106834 2104313 bash             3164
2122264 2122263 bash             3136
   1533       1 rtkit-daemon     3104
2104313   53678 bash             3048
 112340       1 uuidd            2816
   1313       1 cron             2512
2122263 2122261 sudo             2512
2122103   54145 make             2260
2108070 2104313 grep             2164
   4768    2410 sshfs            2128
2108083 2104313 sed              2088
2108071 2104313 sed              1996
2108069 2104313 tail             1992
2124008 2123914 sleep            1936
2124000 2123884 sleep            1912
2124001 2123890 sleep            1904
   3265    3259 fusermount3      1896
2123007 2456553 sleep            1856
2123796 2123739 sleep            1848
2108082 2104313 tail             1812
2123735    4818 sh               1672
2116542    2410 xclip            1652
2123887   25026 sh               1644
2122104 2122103 sh               1596
  94485   94475 cat              1544
2123881   25026 sh               1536
  94484   94475 cat              1516
2123900   25026 sh               1476
2104011 2103990 sh                880
2103883 2103862 sh                872
2124013 2104011 sleep             752
2124014 2103883 sleep             692
      2       0 kthreadd            0
      3       2 pool_workqueue_     0
      4       2 kworker/R-kvfre     0
      5       2 kworker/R-rcu_g     0
      6       2 kworker/R-sync_     0
      7       2 kworker/R-slub_     0
      8       2 kworker/R-netns     0
     10       2 kworker/0:0H-ev     0
     13       2 kworker/R-mm_pe     0
     14       2 rcu_tasks_kthre     0
     15       2 rcu_tasks_rude_     0
     16       2 rcu_tasks_trace     0
     17       2 ksoftirqd/0         0
     18       2 rcu_preempt         0
     19       2 rcu_exp_par_gp_     0
     20       2 rcu_exp_gp_kthr     0
     21       2 migration/0         0
     22       2 idle_inject/0       0
     23       2 cpuhp/0             0
     24       2 cpuhp/2             0
     25       2 idle_inject/2       0
     26       2 migration/2         0
     27       2 ksoftirqd/2         0
     30       2 cpuhp/4             0
     31       2 idle_inject/4       0
     32       2 migration/4         0
     33       2 ksoftirqd/4         0
     36       2 cpuhp/5             0
     37       2 idle_inject/5       0
     38       2 migration/5         0
     39       2 ksoftirqd/5         0
     42       2 cpuhp/6             0
     43       2 idle_inject/6       0
     44       2 migration/6         0
     45       2 ksoftirqd/6         0
     48       2 cpuhp/7             0
     49       2 idle_inject/7       0
     50       2 migration/7         0
     51       2 ksoftirqd/7         0
     53       2 kworker/7:0H-ev     0
     54       2 cpuhp/8             0
     55       2 idle_inject/8       0
     56       2 migration/8         0
     57       2 ksoftirqd/8         0
     60       2 cpuhp/9             0
     61       2 idle_inject/9       0
     62       2 migration/9         0
     63       2 ksoftirqd/9         0
     66       2 cpuhp/10            0
     67       2 idle_inject/10      0
     68       2 migration/10        0
     69       2 ksoftirqd/10        0
     72       2 cpuhp/11            0
     73       2 idle_inject/11      0
     74       2 migration/11        0
     75       2 ksoftirqd/11        0
     78       2 cpuhp/12            0
     79       2 idle_inject/12      0
     80       2 migration/12        0
     81       2 ksoftirqd/12        0
     83       2 kworker/12:0H-e     0
     84       2 cpuhp/13            0
     85       2 idle_inject/13      0
     86       2 migration/13        0
     87       2 ksoftirqd/13        0
     89       2 kworker/13:0H-k     0
     90       2 cpuhp/1             0
     91       2 idle_inject/1       0
     92       2 migration/1         0
     93       2 ksoftirqd/1         0
     96       2 cpuhp/3             0
     97       2 idle_inject/3       0
     98       2 migration/3         0
     99       2 ksoftirqd/3         0
    118       2 kdevtmpfs           0
    119       2 kworker/R-inet_     0
    120       2 kauditd             0
    121       2 khungtaskd          0
    122       2 oom_reaper          0
    123       2 kworker/R-write     0
    124       2 kcompactd0          0
    125       2 ksmd                0
    126       2 khugepaged          0
    127       2 kworker/R-kinte     0
    128       2 kworker/R-kbloc     0
    129       2 kworker/R-blkcg     0
    130       2 irq/9-acpi          0
    138       2 kworker/R-tpm_d     0
    139       2 kworker/R-edac-     0
    141       2 kworker/R-devfr     0
    143       2 kworker/8:1H-kb     0
    144       2 kswapd0             0
    152       2 kworker/R-kthro     0
    156       2 irq/122-pciehp      0
    157       2 irq/124-pciehp      0
    158       2 irq/125-pciehp      0
    159       2 irq/126-pciehp      0
    160       2 kworker/R-acpi_     0
    168       2 hwrng               0
    169       2 kworker/R-hfi-u     0
    170       2 kworker/R-mld       0
    171       2 kworker/R-ipv6_     0
    172       2 kworker/4:1H-kb     0
    177       2 kworker/R-kstrp     0
    181       2 kworker/u59:0-h     0
    247       2 kworker/0:1H-kb     0
    268       2 kworker/7:1H-kb     0
    282       2 kworker/6:1H-kb     0
    283       2 kworker/2:1H-kb     0
    299       2 kworker/5:1H-kb     0
    300       2 kworker/1:1H-kb     0
    301       2 kworker/3:1H-ev     0
    303       2 kworker/9:1H-kb     0
    307       2 kworker/10:1H-k     0
    312       2 kworker/11:1H-e     0
    336       2 kworker/R-crypt     0
    338       2 kworker/12:1H-k     0
    339       2 kworker/13:1H       0
    340       2 kworker/R-nvme-     0
    341       2 kworker/R-nvme-     0
    342       2 kworker/R-nvme-     0
    343       2 kworker/R-nvme-     0
    344       2 watchdogd           0
    431       2 kworker/R-USBC0     0
    435       2 kworker/R-ttm       0
    436       2 card0-crtc0         0
    437       2 card0-crtc1         0
    438       2 card0-crtc2         0
    439       2 card0-crtc3         0
    443       2 kworker/R-USBC0     0
    452       2 kworker/R-md        0
    453       2 kworker/R-md_bi     0
    459       2 kworker/R-raid5     0
    596       2 kworker/R-kdmfl     0
    597       2 kworker/R-kcryp     0
    598       2 kworker/R-kcryp     0
    600       2 dmcrypt_write/2     0
    606       2 kworker/R-kdmfl     0
    607       2 kworker/R-kdmfl     0
    648       2 jbd2/dm-1-8         0
    649       2 kworker/R-ext4-     0
    780       2 psimon              0
    849       2 irq/65-ELAN901C     0
    863       2 irq/192-SNSL002     0
    883       2 kworker/R-cfg80     0
    885       2 irq/193-mei_me      0
    886       2 irq/194-intel_v     0
    903       2 irq/16-intel-ip     0
    904       2 irq/195-iwlwifi     0
    905       2 irq/196-iwlwifi     0
    906       2 irq/197-iwlwifi     0
    907       2 irq/198-iwlwifi     0
    908       2 irq/199-iwlwifi     0
    909       2 irq/200-iwlwifi     0
    910       2 irq/201-iwlwifi     0
    911       2 irq/202-iwlwifi     0
    912       2 irq/203-iwlwifi     0
    913       2 irq/204-iwlwifi     0
    914       2 irq/205-iwlwifi     0
    915       2 irq/206-iwlwifi     0
    916       2 irq/207-iwlwifi     0
    917       2 irq/208-iwlwifi     0
    918       2 irq/209-iwlwifi     0
    919       2 irq/210-iwlwifi     0
    921       2 kworker/R-ktpac     0
    922       2 kworker/u59:1-h     0
    925       2 irq/16-processo     0
    987       2 irq/213-AudioDS     0
   1017       2 kworker/R-ext4-     0
   1309       2 kworker/R-rpcio     0
   1310       2 kworker/R-xprti     0
 416418       2 kworker/4:2H        0
 828174       2 kworker/u61:0-r     0
 924522       2 kworker/11:2H       0
1139203       2 kworker/1:2H        0
1620275       2 kworker/13:1-mm     0
1644362       2 kworker/u61:1-r     0
1678490       2 kworker/9:0-eve     0
1746887       2 kworker/u57:3-k     0
1778263       2 kworker/8:1-eve     0
1784948       2 kworker/3:0-eve     0
1846086       2 kworker/7:2-mm_     0
1861477       2 kworker/u57:0-k     0
1889630       2 kworker/u58:2-k     0
1890720       2 kworker/u57:6-k     0
1895407       2 kworker/u57:11-     0
1901363       2 kworker/u56:2-i     0
1907843       2 kworker/12:0-ev     0
1928268       2 kworker/2:1-eve     0
1952907       2 kworker/u57:2-k     0
1980803       2 kworker/11:1-ev     0
1980983       2 kworker/12:1-mm     0
1981171       2 kworker/1:0-eve     0
2008117       2 kworker/13:2-mm     0
2020156       2 kworker/u58:1-k     0
2025937       2 kworker/5:2-eve     0
2032368       2 kworker/2:2-eve     0
2033020       2 kworker/2:0H        0
2035619       2 kworker/7:0-kdm     0
2035633       2 kworker/1:1-eve     0
2036016       2 kworker/3:2-eve     0
2036037       2 kworker/6:0-eve     0
2036347       2 kworker/10:1-mm     0
2036496       2 kworker/4:3-eve     0
2036511       2 kworker/8:0-eve     0
2037590       2 kworker/u57:7-k     0
2038962       2 kworker/3:2H        0
2039224       2 kworker/u57:10-     0
2048944       2 kworker/5:2H        0
2063686       2 kworker/u60:0-r     0
2063711       2 kworker/9:1-eve     0
2067437       2 kworker/5:1-cgr     0
2070853       2 kworker/0:0-eve     0
2074341       2 kworker/u56:1-i     0
2075556       2 kworker/u58:4-f     0
2084324       2 kworker/7:1-eve     0
2087401       2 kworker/u60:1-i     0
2090916       2 kworker/6:0H        0
2091340       2 kworker/5:0-eve     0
2091807       2 kworker/4:0-mm_     0
2092516       2 kworker/0:1-eve     0
2093797       2 kworker/u57:1-w     0
2096050       2 kworker/1:2-eve     0
2096091       2 kworker/10:0-cg     0
2096101       2 kworker/6:1-eve     0
2096110       2 kworker/10:3-ev     0
2096115       2 kworker/11:2-ev     0
2096151       2 kworker/u57:4-k     0
2101748       2 kworker/8:2-eve     0
2101840       2 kworker/9:2-eve     0
2101995       2 kworker/3:1-eve     0
2102027       2 kworker/2:0-eve     0
2102286       2 kworker/u57:5-k     0
2102303       2 kworker/8:3         0
2102353       2 kworker/u57:8-k     0
2103559       2 kworker/u58:0-k     0
2104936       2 psimon              0
2105232       2 kworker/u57:9-k     0
2105233       2 kworker/u57:12-     0
2105495       2 kworker/u57:13-     0
2105695       2 kworker/10:2H       0
2109227       2 kworker/5:3         0
2109237       2 kworker/7:3-eve     0
2115656       2 kworker/u60:2-r     0
2119200       2 kworker/0:2-eve     0
2783889       2 kworker/9:0H        0
3917573       2 kworker/8:2H        0
